temperature_min;temperature_max;wind_mean;wind_direction;gust_max;phenomenon;pressure_min;pressure_max;humidity_mean;uv_index_mean;moon;moon_direction;date;areal;city;fish;prob_min;prob_max
0,1,2,4,2,0,3,2,-2;7,10,14,14,12,3,4,6,1;1,2,2,2,3,5,4,2,5;ЮЗ,Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ;5,7,8,10,12,15,13,10,16;пасмурно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег;753,749,746,744,740,745,743,740,743;755,752,749,746,743,747,745,744,748;72,70,70,75,77,65,80,89,77;2,2,3,2,2,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Кемеровская область;Белово;плотва;40,40,31,31,31,31,31,31,31;40,40,31,31,31,31,31,31,31
1,2,4,2,0,3,2,-2,-2;10,14,14,12,3,4,6,1,3;2,2,2,3,5,4,2,5,2;Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ,ЮЗ;7,8,10,12,15,13,10,16,12;пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег,пасмурно.небольшой снег;749,746,744,740,745,743,740,743,749;752,749,746,743,747,745,744,748,755;70,70,75,77,65,80,89,77,71;2,3,2,2,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Кемеровская область;Белово;плотва;40,31,31,31,31,31,31,31,31;40,31,31,31,31,31,31,31,31
0,1,2,4,2,0,3,2,-2;7,10,14,14,12,3,4,6,1;1,2,2,2,3,5,4,2,5;ЮЗ,Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ;5,7,8,10,12,15,13,10,16;пасмурно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег;753,749,746,744,740,745,743,740,743;755,752,749,746,743,747,745,744,748;72,70,70,75,77,65,80,89,77;2,2,3,2,2,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Кемеровская область;Белово;красноперка;40,40,31,31,31,31,31,31,31;40,40,31,31,31,31,31,31,31
1,2,4,2,0,3,2,-2,-2;10,14,14,12,3,4,6,1,3;2,2,2,3,5,4,2,5,2;Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ,ЮЗ;7,8,10,12,15,13,10,16,12;пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег,пасмурно.небольшой снег;749,746,744,740,745,743,740,743,749;752,749,746,743,747,745,744,748,755;70,70,75,77,65,80,89,77,71;2,3,2,2,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Кемеровская область;Белово;красноперка;40,31,31,31,31,31,31,31,31;40,31,31,31,31,31,31,31,31
0,1,2,4,2,0,3,2,-2;7,10,14,14,12,3,4,6,1;1,2,2,2,3,5,4,2,5;ЮЗ,Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ;5,7,8,10,12,15,13,10,16;пасмурно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег;753,749,746,744,740,745,743,740,743;755,752,749,746,743,747,745,744,748;72,70,70,75,77,65,80,89,77;2,2,3,2,2,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Кемеровская область;Белово;налим;58,58,41,41,41,41,41,41,41;58,58,41,41,41,41,41,41,41
1,2,4,2,0,3,2,-2,-2;10,14,14,12,3,4,6,1,3;2,2,2,3,5,4,2,5,2;Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ,ЮЗ;7,8,10,12,15,13,10,16,12;пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег,пасмурно.небольшой снег;749,746,744,740,745,743,740,743,749;752,749,746,743,747,745,744,748,755;70,70,75,77,65,80,89,77,71;2,3,2,2,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Кемеровская область;Белово;налим;58,41,41,41,41,41,41,41,41;58,41,41,41,41,41,41,41,41
0,1,2,4,2,0,3,2,-2;7,10,14,14,12,3,4,6,1;1,2,2,2,3,5,4,2,5;ЮЗ,Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ;5,7,8,10,12,15,13,10,16;пасмурно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег;753,749,746,744,740,745,743,740,743;755,752,749,746,743,747,745,744,748;72,70,70,75,77,65,80,89,77;2,2,3,2,2,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Кемеровская область;Белово;густера;40,40,31,31,31,31,31,31,31;40,40,31,31,31,31,31,31,31
1,2,4,2,0,3,2,-2,-2;10,14,14,12,3,4,6,1,3;2,2,2,3,5,4,2,5,2;Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ,ЮЗ;7,8,10,12,15,13,10,16,12;пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег,пасмурно.небольшой снег;749,746,744,740,745,743,740,743,749;752,749,746,743,747,745,744,748,755;70,70,75,77,65,80,89,77,71;2,3,2,2,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Кемеровская область;Белово;густера;40,31,31,31,31,31,31,31,31;40,31,31,31,31,31,31,31,31
0,1,2,4,2,0,3,2,-2;7,10,14,14,12,3,4,6,1;1,2,2,2,3,5,4,2,5;ЮЗ,Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ;5,7,8,10,12,15,13,10,16;пасмурно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег;753,749,746,744,740,745,743,740,743;755,752,749,746,743,747,745,744,748;72,70,70,75,77,65,80,89,77;2,2,3,2,2,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Кемеровская область;Белово;амур;40,40,31,31,31,31,31,31,31;40,40,31,31,31,31,31,31,31
1,2,4,2,0,3,2,-2,-2;10,14,14,12,3,4,6,1,3;2,2,2,3,5,4,2,5,2;Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ,ЮЗ;7,8,10,12,15,13,10,16,12;пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег,пасмурно.небольшой снег;749,746,744,740,745,743,740,743,749;752,749,746,743,747,745,744,748,755;70,70,75,77,65,80,89,77,71;2,3,2,2,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Кемеровская область;Белово;амур;40,31,31,31,31,31,31,31,31;40,31,31,31,31,31,31,31,31
0,1,2,4,2,0,3,2,-2;7,10,14,14,12,3,4,6,1;1,2,2,2,3,5,4,2,5;ЮЗ,Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ;5,7,8,10,12,15,13,10,16;пасмурно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег;753,749,746,744,740,745,743,740,743;755,752,749,746,743,747,745,744,748;72,70,70,75,77,65,80,89,77;2,2,3,2,2,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Кемеровская область;Белово;ерш;40,40,31,31,31,31,31,31,31;40,40,31,31,31,31,31,31,31
1,2,4,2,0,3,2,-2,-2;10,14,14,12,3,4,6,1,3;2,2,2,3,5,4,2,5,2;Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ,ЮЗ;7,8,10,12,15,13,10,16,12;пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег,пасмурно.небольшой снег;749,746,744,740,745,743,740,743,749;752,749,746,743,747,745,744,748,755;70,70,75,77,65,80,89,77,71;2,3,2,2,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Кемеровская область;Белово;ерш;40,31,31,31,31,31,31,31,31;40,31,31,31,31,31,31,31,31
0,1,2,4,2,0,3,2,-2;7,10,14,14,12,3,4,6,1;1,2,2,2,3,5,4,2,5;ЮЗ,Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ;5,7,8,10,12,15,13,10,16;пасмурно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег;753,749,746,744,740,745,743,740,743;755,752,749,746,743,747,745,744,748;72,70,70,75,77,65,80,89,77;2,2,3,2,2,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Кемеровская область;Белово;сазан;40,40,31,31,31,31,31,31,31;40,40,31,31,31,31,31,31,31
1,2,4,2,0,3,2,-2,-2;10,14,14,12,3,4,6,1,3;2,2,2,3,5,4,2,5,2;Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ,ЮЗ;7,8,10,12,15,13,10,16,12;пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег,пасмурно.небольшой снег;749,746,744,740,745,743,740,743,749;752,749,746,743,747,745,744,748,755;70,70,75,77,65,80,89,77,71;2,3,2,2,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Кемеровская область;Белово;сазан;40,31,31,31,31,31,31,31,31;40,31,31,31,31,31,31,31,31
0,1,2,4,2,0,3,2,-2;7,10,14,14,12,3,4,6,1;1,2,2,2,3,5,4,2,5;ЮЗ,Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ;5,7,8,10,12,15,13,10,16;пасмурно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег;753,749,746,744,740,745,743,740,743;755,752,749,746,743,747,745,744,748;72,70,70,75,77,65,80,89,77;2,2,3,2,2,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Кемеровская область;Белово;подуст;40,40,31,31,31,31,31,31,31;40,40,31,31,31,31,31,31,31
1,2,4,2,0,3,2,-2,-2;10,14,14,12,3,4,6,1,3;2,2,2,3,5,4,2,5,2;Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ,ЮЗ;7,8,10,12,15,13,10,16,12;пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег,пасмурно.небольшой снег;749,746,744,740,745,743,740,743,749;752,749,746,743,747,745,744,748,755;70,70,75,77,65,80,89,77,71;2,3,2,2,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Кемеровская область;Белово;подуст;40,31,31,31,31,31,31,31,31;40,31,31,31,31,31,31,31,31
0,1,2,4,2,0,3,2,-2;7,10,14,14,12,3,4,6,1;1,2,2,2,3,5,4,2,5;ЮЗ,Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ;5,7,8,10,12,15,13,10,16;пасмурно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег;753,749,746,744,740,745,743,740,743;755,752,749,746,743,747,745,744,748;72,70,70,75,77,65,80,89,77;2,2,3,2,2,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Кемеровская область;Белово;толстолобик;40,40,31,31,31,31,31,31,31;40,40,31,31,31,31,31,31,31
1,2,4,2,0,3,2,-2,-2;10,14,14,12,3,4,6,1,3;2,2,2,3,5,4,2,5,2;Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ,ЮЗ;7,8,10,12,15,13,10,16,12;пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег,пасмурно.небольшой снег;749,746,744,740,745,743,740,743,749;752,749,746,743,747,745,744,748,755;70,70,75,77,65,80,89,77,71;2,3,2,2,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Кемеровская область;Белово;толстолобик;40,31,31,31,31,31,31,31,31;40,31,31,31,31,31,31,31,31
0,1,2,4,2,0,3,2,-2;7,10,14,14,12,3,4,6,1;1,2,2,2,3,5,4,2,5;ЮЗ,Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ;5,7,8,10,12,15,13,10,16;пасмурно,пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег;753,749,746,744,740,745,743,740,743;755,752,749,746,743,747,745,744,748;72,70,70,75,77,65,80,89,77;2,2,3,2,2,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Кемеровская область;Белово;вобла;40,40,31,31,31,31,31,31,31;40,40,31,31,31,31,31,31,31
1,2,4,2,0,3,2,-2,-2;10,14,14,12,3,4,6,1,3;2,2,2,3,5,4,2,5,2;Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ,ЮЗ;7,8,10,12,15,13,10,16,12;пасмурно,ясно,ясно,пасмурно.небольшой дождь,пасмурно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.небольшой снег,пасмурно.небольшой снег;749,746,744,740,745,743,740,743,749;752,749,746,743,747,745,744,748,755;70,70,75,77,65,80,89,77,71;2,3,2,2,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Кемеровская область;Белово;вобла;40,31,31,31,31,31,31,31,31;40,31,31,31,31,31,31,31,31
2,5,3,4,3,1,2,3,-1;8,11,13,12,11,4,4,6,4;2,3,3,1,3,6,3,2,4;ЮЗ,Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ;7,10,11,6,11,15,12,8,15;пасмурно,пасмурно,ясно,пасмурно,пасмурно.небольшой дождь,облачно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.снег;760,755,751,751,746,749,749,747,747;761,759,754,751,750,752,752,750,754;72,67,73,81,87,67,86,92,81;2,2,3,2,2,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Кемеровская область;Кемерово;щука;42,42,42,42,26,26,26,26,26;42,42,42,42,26,26,26,26,26
5,3,4,3,1,2,3,-1,-2;11,13,12,11,4,4,6,4,4;3,3,1,3,6,3,2,4,2;Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ,Ю;10,11,6,11,15,12,8,15,11;пасмурно,ясно,пасмурно,пасмурно.небольшой дождь,облачно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.снег,пасмурно.небольшой снег;755,751,751,746,749,749,747,747,754;759,754,751,750,752,752,750,754,761;67,73,81,87,67,86,92,81,73;2,3,2,2,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Кемеровская область;Кемерово;щука;42,42,42,26,26,26,26,26,26;42,42,42,26,26,26,26,26,26
2,5,3,4,3,1,2,3,-1;8,11,13,12,11,4,4,6,4;2,3,3,1,3,6,3,2,4;ЮЗ,Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ;7,10,11,6,11,15,12,8,15;пасмурно,пасмурно,ясно,пасмурно,пасмурно.небольшой дождь,облачно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.снег;760,755,751,751,746,749,749,747,747;761,759,754,751,750,752,752,750,754;72,67,73,81,87,67,86,92,81;2,2,3,2,2,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Кемеровская область;Кемерово;судак;42,42,42,42,26,26,26,26,26;42,42,42,42,26,26,26,26,26
5,3,4,3,1,2,3,-1,-2;11,13,12,11,4,4,6,4,4;3,3,1,3,6,3,2,4,2;Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ,Ю;10,11,6,11,15,12,8,15,11;пасмурно,ясно,пасмурно,пасмурно.небольшой дождь,облачно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.снег,пасмурно.небольшой снег;755,751,751,746,749,749,747,747,754;759,754,751,750,752,752,750,754,761;67,73,81,87,67,86,92,81,73;2,3,2,2,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Кемеровская область;Кемерово;судак;42,42,42,26,26,26,26,26,26;42,42,42,26,26,26,26,26,26
2,5,3,4,3,1,2,3,-1;8,11,13,12,11,4,4,6,4;2,3,3,1,3,6,3,2,4;ЮЗ,Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ;7,10,11,6,11,15,12,8,15;пасмурно,пасмурно,ясно,пасмурно,пасмурно.небольшой дождь,облачно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.снег;760,755,751,751,746,749,749,747,747;761,759,754,751,750,752,752,750,754;72,67,73,81,87,67,86,92,81;2,2,3,2,2,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Кемеровская область;Кемерово;окунь;42,42,42,42,26,26,26,26,26;42,42,42,42,26,26,26,26,26
5,3,4,3,1,2,3,-1,-2;11,13,12,11,4,4,6,4,4;3,3,1,3,6,3,2,4,2;Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ,Ю;10,11,6,11,15,12,8,15,11;пасмурно,ясно,пасмурно,пасмурно.небольшой дождь,облачно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.снег,пасмурно.небольшой снег;755,751,751,746,749,749,747,747,754;759,754,751,750,752,752,750,754,761;67,73,81,87,67,86,92,81,73;2,3,2,2,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Кемеровская область;Кемерово;окунь;42,42,42,26,26,26,26,26,26;42,42,42,26,26,26,26,26,26
2,5,3,4,3,1,2,3,-1;8,11,13,12,11,4,4,6,4;2,3,3,1,3,6,3,2,4;ЮЗ,Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ;7,10,11,6,11,15,12,8,15;пасмурно,пасмурно,ясно,пасмурно,пасмурно.небольшой дождь,облачно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.снег;760,755,751,751,746,749,749,747,747;761,759,754,751,750,752,752,750,754;72,67,73,81,87,67,86,92,81;2,2,3,2,2,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Кемеровская область;Кемерово;берш;42,42,42,42,26,26,26,26,26;42,42,42,42,26,26,26,26,26
5,3,4,3,1,2,3,-1,-2;11,13,12,11,4,4,6,4,4;3,3,1,3,6,3,2,4,2;Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ,Ю;10,11,6,11,15,12,8,15,11;пасмурно,ясно,пасмурно,пасмурно.небольшой дождь,облачно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.снег,пасмурно.небольшой снег;755,751,751,746,749,749,747,747,754;759,754,751,750,752,752,750,754,761;67,73,81,87,67,86,92,81,73;2,3,2,2,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Кемеровская область;Кемерово;берш;42,42,42,26,26,26,26,26,26;42,42,42,26,26,26,26,26,26
2,5,3,4,3,1,2,3,-1;8,11,13,12,11,4,4,6,4;2,3,3,1,3,6,3,2,4;ЮЗ,Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ;7,10,11,6,11,15,12,8,15;пасмурно,пасмурно,ясно,пасмурно,пасмурно.небольшой дождь,облачно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.снег;760,755,751,751,746,749,749,747,747;761,759,754,751,750,752,752,750,754;72,67,73,81,87,67,86,92,81;2,2,3,2,2,1,1,1,1;100,98,94,89,82,74,65,56,45;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-01;Кемеровская область;Кемерово;речная форель;62,62,62,61,36,36,36,36,36;62,62,62,61,36,36,36,36,36
5,3,4,3,1,2,3,-1,-2;11,13,12,11,4,4,6,4,4;3,3,1,3,6,3,2,4,2;Ю,Ю,Ю,ЮВ,ЮЗ,Ю,ЮВ,ЮЗ,Ю;10,11,6,11,15,12,8,15,11;пасмурно,ясно,пасмурно,пасмурно.небольшой дождь,облачно,пасмурно.небольшой дождь,пасмурно.небольшой дождь,пасмурно.снег,пасмурно.небольшой снег;755,751,751,746,749,749,747,747,754;759,754,751,750,752,752,750,754,761;67,73,81,87,67,86,92,81,73;2,3,2,2,1,1,1,1,0;98,94,89,82,74,65,56,45,35;-1,-1,-1,-1,-1,-1,-1,-1,-1;2020-10-02;Кемеровская область;Кемерово;речная форель;62,62,61,36,36,36,36,36,36;62,62,61,36,36,36,36,36,36
